"7B"; [0]; Louis Blanc; 09:52;
"7B"; [0]; Louis Blanc; 10:01;
"7B"; [0]; Louis Blanc; 10:10;
"7B"; [0]; Louis Blanc; 10:19;
"7B"; [0]; Louis Blanc; 10:28;
"7B"; [0]; Louis Blanc; 10:37;
"7B"; [0]; Louis Blanc; 10:46;
"7B"; [0]; Louis Blanc; 10:55;
"7B"; [0]; Louis Blanc; 11:04;
"7B"; [0]; Louis Blanc; 11:13;
"7B"; [0]; Louis Blanc; 11:22;
"7B"; [0]; Louis Blanc; 11:31;
"7B"; [0]; Louis Blanc; 11:40;
"7B"; [0]; Louis Blanc; 11:49;
"7B"; [0]; Louis Blanc; 11:58;
"7B"; [0]; Louis Blanc; 12:07;
"7B"; [0]; Louis Blanc; 12:16;
"7B"; [0]; Louis Blanc; 12:25;
"7B"; [0]; Louis Blanc; 12:34;
"7B"; [0]; Louis Blanc; 12:43;
"7B"; [0]; Louis Blanc; 12:52;
"7B"; [0]; Louis Blanc; 13:01;
"7B"; [0]; Louis Blanc; 13:10;
"7B"; [0]; Louis Blanc; 13:19;
"7B"; [0]; Louis Blanc; 13:28;
"7B"; [0]; Louis Blanc; 13:37;
"7B"; [0]; Louis Blanc; 13:46;
"7B"; [0]; Louis Blanc; 13:55;
"7B"; [0]; Louis Blanc; 14:04;
"7B"; [0]; Louis Blanc; 14:13;
"7B"; [0]; Louis Blanc; 14:22;
"7B"; [0]; Louis Blanc; 14:31;
"7B"; [0]; Louis Blanc; 14:40;
"7B"; [0]; Louis Blanc; 14:49;
"7B"; [0]; Louis Blanc; 14:58;
"7B"; [0]; Louis Blanc; 15:07;
"7B"; [0]; Louis Blanc; 15:16;
"7B"; [0]; Louis Blanc; 15:25;
"7B"; [0]; Louis Blanc; 15:34;
"7B"; [0]; Louis Blanc; 15:43;
"7B"; [0]; Louis Blanc; 15:52;
"7B"; [0]; Louis Blanc; 16:01;
"7B"; [0]; Louis Blanc; 16:10;
"7B"; [0]; Louis Blanc; 16:19;
"7B"; [0]; Louis Blanc; 16:28;
"7B"; [0]; Louis Blanc; 16:37;
"7B"; [0]; Louis Blanc; 16:46;
"7B"; [0]; Louis Blanc; 16:55;
"7B"; [0]; Louis Blanc; 17:04;
"7B"; [0]; Louis Blanc; 17:13;
"7B"; [0]; Louis Blanc; 17:22;
"7B"; [0]; Louis Blanc; 17:31;
"7B"; [0]; Louis Blanc; 17:40;
"7B"; [0]; Louis Blanc; 17:49;
"7B"; [0]; Louis Blanc; 17:58;
"7B"; [0]; Louis Blanc; 18:07;
"7B"; [0]; Louis Blanc; 18:16;
"7B"; [0]; Louis Blanc; 18:25;
"7B"; [0]; Louis Blanc; 18:34;
"7B"; [0]; Louis Blanc; 18:43;
"7B"; [0]; Louis Blanc; 18:52;
"7B"; [0]; Louis Blanc; 19:01;
"7B"; [0]; Louis Blanc; 19:10;
"7B"; [0]; Louis Blanc; 19:19;
"7B"; [0]; Louis Blanc; 19:28;
"7B"; [0]; Louis Blanc; 19:37;
"7B"; [0]; Louis Blanc; 19:46;
"7B"; [0]; Louis Blanc; 19:55;
"7B"; [0]; Louis Blanc; 20:04;
"7B"; [0]; Louis Blanc; 20:13;
"7B"; [0]; Louis Blanc; 20:22;
"7B"; [0]; Louis Blanc; 20:31;
"7B"; [0]; Louis Blanc; 20:40;
"7B"; [0]; Louis Blanc; 20:49;
"7B"; [0]; Louis Blanc; 20:58;
"7B"; [0]; Louis Blanc; 21:07;
"7B"; [0]; Louis Blanc; 21:16;
"7B"; [0]; Louis Blanc; 21:25;
"7B"; [0]; Louis Blanc; 21:34;
"7B"; [0]; Louis Blanc; 21:43;
"7B"; [0]; Louis Blanc; 21:52;
"7B"; [0]; Pré-Saint-Gervais; 08:32;
"7B"; [0]; Pré-Saint-Gervais; 08:42;
"7B"; [0]; Pré-Saint-Gervais; 08:52;
"7B"; [0]; Pré-Saint-Gervais; 09:02;
"7B"; [0]; Pré-Saint-Gervais; 09:12;
"7B"; [0]; Pré-Saint-Gervais; 09:22;
"7B"; [0]; Pré-Saint-Gervais; 09:32;
"7B"; [0]; Pré-Saint-Gervais; 09:42;
"7B"; [0]; Pré-Saint-Gervais; 09:52;
"7B"; [0]; Pré-Saint-Gervais; 10:02;
"7B"; [0]; Pré-Saint-Gervais; 10:12;
"7B"; [0]; Pré-Saint-Gervais; 10:22;
"7B"; [0]; Pré-Saint-Gervais; 10:32;
"7B"; [0]; Pré-Saint-Gervais; 10:42;
"7B"; [0]; Pré-Saint-Gervais; 10:52;
"7B"; [0]; Pré-Saint-Gervais; 11:02;
"7B"; [0]; Pré-Saint-Gervais; 11:12;
"7B"; [0]; Pré-Saint-Gervais; 11:22;
"7B"; [0]; Pré-Saint-Gervais; 11:32;
"7B"; [0]; Pré-Saint-Gervais; 11:42;
"7B"; [0]; Pré-Saint-Gervais; 11:52;
"7B"; [0]; Pré-Saint-Gervais; 12:02;
"7B"; [0]; Pré-Saint-Gervais; 12:12;
"7B"; [0]; Pré-Saint-Gervais; 12:22;
"7B"; [0]; Pré-Saint-Gervais; 12:32;
"7B"; [0]; Pré-Saint-Gervais; 12:42;
"7B"; [0]; Pré-Saint-Gervais; 12:52;
"7B"; [0]; Pré-Saint-Gervais; 13:02;
"7B"; [0]; Pré-Saint-Gervais; 13:12;
"7B"; [0]; Pré-Saint-Gervais; 13:22;
"7B"; [0]; Pré-Saint-Gervais; 13:32;
"7B"; [0]; Pré-Saint-Gervais; 13:42;
"7B"; [0]; Pré-Saint-Gervais; 13:52;
"7B"; [0]; Pré-Saint-Gervais; 14:02;
"7B"; [0]; Pré-Saint-Gervais; 14:12;
"7B"; [0]; Pré-Saint-Gervais; 14:22;
"7B"; [0]; Pré-Saint-Gervais; 14:32;
"7B"; [0]; Pré-Saint-Gervais; 14:42;
"7B"; [0]; Pré-Saint-Gervais; 14:52;
"7B"; [0]; Pré-Saint-Gervais; 15:02;
"7B"; [0]; Pré-Saint-Gervais; 15:12;
"7B"; [0]; Pré-Saint-Gervais; 15:22;
"7B"; [0]; Pré-Saint-Gervais; 15:32;
"7B"; [0]; Pré-Saint-Gervais; 15:42;
"7B"; [0]; Pré-Saint-Gervais; 15:52;
"7B"; [0]; Pré-Saint-Gervais; 16:02;
"7B"; [0]; Pré-Saint-Gervais; 16:12;
"7B"; [0]; Pré-Saint-Gervais; 16:22;
"7B"; [0]; Pré-Saint-Gervais; 16:32;
"7B"; [0]; Pré-Saint-Gervais; 16:42;
"7B"; [0]; Pré-Saint-Gervais; 16:52;
"7B"; [0]; Pré-Saint-Gervais; 17:02;
"7B"; [0]; Pré-Saint-Gervais; 17:12;
"7B"; [0]; Pré-Saint-Gervais; 17:22;
"7B"; [0]; Pré-Saint-Gervais; 17:32;
"7B"; [0]; Pré-Saint-Gervais; 17:42;
"7B"; [0]; Pré-Saint-Gervais; 17:52;
"7B"; [0]; Pré-Saint-Gervais; 18:02;
"7B"; [0]; Pré-Saint-Gervais; 18:12;
"7B"; [0]; Pré-Saint-Gervais; 18:22;
"7B"; [0]; Pré-Saint-Gervais; 18:32;
"7B"; [0]; Pré-Saint-Gervais; 18:42;
"7B"; [0]; Pré-Saint-Gervais; 18:52;
"7B"; [0]; Pré-Saint-Gervais; 19:02;
"7B"; [0]; Pré-Saint-Gervais; 19:12;
"7B"; [0]; Pré-Saint-Gervais; 19:22;
"7B"; [0]; Pré-Saint-Gervais; 19:32;
"7B"; [0]; Pré-Saint-Gervais; 19:42;
"7B"; [0]; Pré-Saint-Gervais; 19:52;
"7B"; [0]; Pré-Saint-Gervais; 20:02;
"7B"; [0]; Pré-Saint-Gervais; 20:12;
"7B"; [0]; Pré-Saint-Gervais; 20:22;
"7B"; [0]; Pré-Saint-Gervais; 20:32;
"7B"; [0]; Pré-Saint-Gervais; 20:42;
"7B"; [0]; Pré-Saint-Gervais; 20:52;
"7B"; [0]; Pré-Saint-Gervais; 21:02;
"7B"; [0]; Pré-Saint-Gervais; 21:12;
"7B"; [0]; Pré-Saint-Gervais; 21:22;
"7B"; [0]; Pré-Saint-Gervais; 21:32;
"7B"; [0]; Pré-Saint-Gervais; 21:42;
"7B"; [0]; Pré-Saint-Gervais; 21:52;
"9"; [0]; Pont de Sèvres; 08:31;
"9"; [0]; Pont de Sèvres; 08:40;
"9"; [0]; Pont de Sèvres; 08:49;
"9"; [0]; Pont de Sèvres; 08:58;
"9"; [0]; Pont de Sèvres; 09:07;
"9"; [0]; Pont de Sèvres; 09:16;
"9"; [0]; Pont de Sèvres; 09:25;
"9"; [0]; Pont de Sèvres; 09:34;
"9"; [0]; Pont de Sèvres; 09:43;
"9"; [0]; Pont de Sèvres; 09:52;
"9"; [0]; Pont de Sèvres; 10:01;
"9"; [0]; Pont de Sèvres; 10:10;
"9"; [0]; Pont de Sèvres; 10:19;
"9"; [0]; Pont de Sèvres; 10:28;
"9"; [0]; Pont de Sèvres; 10:37;
"9"; [0]; Pont de Sèvres; 10:46;
"9"; [0]; Pont de Sèvres; 10:55;
"9"; [0]; Pont de Sèvres; 11:04;
"9"; [0]; Pont de Sèvres; 11:13;
"9"; [0]; Pont de Sèvres; 11:22;
"9"; [0]; Pont de Sèvres; 11:31;
"9"; [0]; Pont de Sèvres; 11:40;
"9"; [0]; Pont de Sèvres; 11:49;
"9"; [0]; Pont de Sèvres; 11:58;
"9"; [0]; Pont de Sèvres; 12:07;
"9"; [0]; Pont de Sèvres; 12:16;
"9"; [0]; Pont de Sèvres; 12:25;
"9"; [0]; Pont de Sèvres; 12:34;
"9"; [0]; Pont de Sèvres; 12:43;
"9"; [0]; Pont de Sèvres; 12:52;
"9"; [0]; Pont de Sèvres; 13:01;
"9"; [0]; Pont de Sèvres; 13:10;
"9"; [0]; Pont de Sèvres; 13:19;
"9"; [0]; Pont de Sèvres; 13:28;
"9"; [0]; Pont de Sèvres; 13:37;
"9"; [0]; Pont de Sèvres; 13:46;
"9"; [0]; Pont de Sèvres; 13:55;
"9"; [0]; Pont de Sèvres; 14:04;
"9"; [0]; Pont de Sèvres; 14:13;
"9"; [0]; Pont de Sèvres; 14:22;
"9"; [0]; Pont de Sèvres; 14:31;
"9"; [0]; Pont de Sèvres; 14:40;
"9"; [0]; Pont de Sèvres; 14:49;
"9"; [0]; Pont de Sèvres; 14:58;
"9"; [0]; Pont de Sèvres; 15:07;
"9"; [0]; Pont de Sèvres; 15:16;
"9"; [0]; Pont de Sèvres; 15:25;
"9"; [0]; Pont de Sèvres; 15:34;
"9"; [0]; Pont de Sèvres; 15:43;
"9"; [0]; Pont de Sèvres; 15:52;
"9"; [0]; Pont de Sèvres; 16:01;
"9"; [0]; Pont de Sèvres; 16:10;
"9"; [0]; Pont de Sèvres; 16:19;
"9"; [0]; Pont de Sèvres; 16:28;
"9"; [0]; Pont de Sèvres; 16:37;
"9"; [0]; Pont de Sèvres; 16:46;
"9"; [0]; Pont de Sèvres; 16:55;
"9"; [0]; Pont de Sèvres; 17:04;
"9"; [0]; Pont de Sèvres; 17:13;
"9"; [0]; Pont de Sèvres; 17:22;
"9"; [0]; Pont de Sèvres; 17:31;
"9"; [0]; Pont de Sèvres; 17:40;
"9"; [0]; Pont de Sèvres; 17:49;
"9"; [0]; Pont de Sèvres; 17:58;
"9"; [0]; Pont de Sèvres; 18:07;
"9"; [0]; Pont de Sèvres; 18:16;
"9"; [0]; Pont de Sèvres; 18:25;
"9"; [0]; Pont de Sèvres; 18:34;
"9"; [0]; Pont de Sèvres; 18:43;
"9"; [0]; Pont de Sèvres; 18:52;
"9"; [0]; Pont de Sèvres; 19:01;
"9"; [0]; Pont de Sèvres; 19:10;
"9"; [0]; Pont de Sèvres; 19:19;
"9"; [0]; Pont de Sèvres; 19:28;
"9"; [0]; Pont de Sèvres; 19:37;
"9"; [0]; Pont de Sèvres; 19:46;
"9"; [0]; Pont de Sèvres; 19:55;
"9"; [0]; Pont de Sèvres; 20:04;
"9"; [0]; Pont de Sèvres; 20:13;
"9"; [0]; Pont de Sèvres; 20:22;
"9"; [0]; Pont de Sèvres; 20:31;
"9"; [0]; Pont de Sèvres; 20:40;
"9"; [0]; Pont de Sèvres; 20:49;
"9"; [0]; Pont de Sèvres; 20:58;
"9"; [0]; Pont de Sèvres; 21:07;
"9"; [0]; Pont de Sèvres; 21:16;
"9"; [0]; Pont de Sèvres; 21:25;
"9"; [0]; Pont de Sèvres; 21:34;
"9"; [0]; Pont de Sèvres; 21:43;
"9"; [0]; Pont de Sèvres; 21:52;
"8"; [0]; Balard; 08:31;
"8"; [0]; Balard; 08:40;
"8"; [0]; Balard; 08:49;
"8"; [0]; Balard; 08:58;
"8"; [0]; Balard; 09:07;
"8"; [0]; Balard; 09:16;
"8"; [0]; Balard; 09:25;
"8"; [0]; Balard; 09:34;
"8"; [0]; Balard; 09:43;
"8"; [0]; Balard; 09:52;
"8"; [0]; Balard; 10:01;
"8"; [0]; Balard; 10:10;
"8"; [0]; Balard; 10:19;
"8"; [0]; Balard; 10:28;
"8"; [0]; Balard; 10:37;
"8"; [0]; Balard; 10:46;
"8"; [0]; Balard; 10:55;
"8"; [0]; Balard; 11:04;
"8"; [0]; Balard; 11:13;
"8"; [0]; Balard; 11:22;
"8"; [0]; Balard; 11:31;
"8"; [0]; Balard; 11:40;
"8"; [0]; Balard; 11:49;
"8"; [0]; Balard; 11:58;
"8"; [0]; Balard; 12:07;
"8"; [0]; Balard; 12:16;
"8"; [0]; Balard; 12:25;
"8"; [0]; Balard; 12:34;
"8"; [0]; Balard; 12:43;
"8"; [0]; Balard; 12:52;
"8"; [0]; Balard; 13:01;
"8"; [0]; Balard; 13:10;
"8"; [0]; Balard; 13:19;
"8"; [0]; Balard; 13:28;
"8"; [0]; Balard; 13:37;
"8"; [0]; Balard; 13:46;
"8"; [0]; Balard; 13:55;
"8"; [0]; Balard; 14:04;
"8"; [0]; Balard; 14:13;
"8"; [0]; Balard; 14:22;
"8"; [0]; Balard; 14:31;
"8"; [0]; Balard; 14:40;
"8"; [0]; Balard; 14:49;
"8"; [0]; Balard; 14:58;
"8"; [0]; Balard; 15:07;
"8"; [0]; Balard; 15:16;
"8"; [0]; Balard; 15:25;
"8"; [0]; Balard; 15:34;
"8"; [0]; Balard; 15:43;
"8"; [0]; Balard; 15:52;
"8"; [0]; Balard; 16:01;
"8"; [0]; Balard; 16:10;
"8"; [0]; Balard; 16:19;
"8"; [0]; Balard; 16:28;
"8"; [0]; Balard; 16:37;
"8"; [0]; Balard; 16:46;
"8"; [0]; Balard; 16:55;
"8"; [0]; Balard; 17:04;
"8"; [0]; Balard; 17:13;
"8"; [0]; Balard; 17:22;
"8"; [0]; Balard; 17:31;
"8"; [0]; Balard; 17:40;
"8"; [0]; Balard; 17:49;
"8"; [0]; Balard; 17:58;
"8"; [0]; Balard; 18:07;
"8"; [0]; Balard; 18:16;
"8"; [0]; Balard; 18:25;
"8"; [0]; Balard; 18:34;
"8"; [0]; Balard; 18:43;
"8"; [0]; Balard; 18:52;
"8"; [0]; Balard; 19:01;
"8"; [0]; Balard; 19:10;
"8"; [0]; Balard; 19:19;
"8"; [0]; Balard; 19:28;
"8"; [0]; Balard; 19:37;
"8"; [0]; Balard; 19:46;
"8"; [0]; Balard; 19:55;
"8"; [0]; Balard; 20:04;
"8"; [0]; Balard; 20:13;
"8"; [0]; Balard; 20:22;
"8"; [0]; Balard; 20:31;
"8"; [0]; Balard; 20:40;
"8"; [0]; Balard; 20:49;
"8"; [0]; Balard; 20:58;
"8"; [0]; Balard; 21:07;
"8"; [0]; Balard; 21:16;
"8"; [0]; Balard; 21:25;
"8"; [0]; Balard; 21:34;
"8"; [0]; Balard; 21:43;
"8"; [0]; Balard; 21:52;
"8"; [0]; Pointe du Lac; 08:32;
"8"; [0]; Pointe du Lac; 08:42;
"8"; [0]; Pointe du Lac; 08:52;
"8"; [0]; Pointe du Lac; 09:02;
"8"; [0]; Pointe du Lac; 09:12;
"8"; [0]; Pointe du Lac; 09:22;
"8"; [0]; Pointe du Lac; 09:32;
"8"; [0]; Pointe du Lac; 09:42;
"8"; [0]; Pointe du Lac; 09:52;
"8"; [0]; Pointe du Lac; 10:02;
"8"; [0]; Pointe du Lac; 10:12;
"8"; [0]; Pointe du Lac; 10:22;
"8"; [0]; Pointe du Lac; 10:32;
"8"; [0]; Pointe du Lac; 10:42;
"8"; [0]; Pointe du Lac; 10:52;
"8"; [0]; Pointe du Lac; 11:02;
"8"; [0]; Pointe du Lac; 11:12;
"8"; [0]; Pointe du Lac; 11:22;
"8"; [0]; Pointe du Lac; 11:32;
"8"; [0]; Pointe du Lac; 11:42;
"8"; [0]; Pointe du Lac; 11:52;
"8"; [0]; Pointe du Lac; 12:02;
"8"; [0]; Pointe du Lac; 12:12;
"8"; [0]; Pointe du Lac; 12:22;
"8"; [0]; Pointe du Lac; 12:32;
"8"; [0]; Pointe du Lac; 12:42;
"8"; [0]; Pointe du Lac; 12:52;
"8"; [0]; Pointe du Lac; 13:02;
"8"; [0]; Pointe du Lac; 13:12;
"8"; [0]; Pointe du Lac; 13:22;
"8"; [0]; Pointe du Lac; 13:32;
"8"; [0]; Pointe du Lac; 13:42;
"8"; [0]; Pointe du Lac; 13:52;
"8"; [0]; Pointe du Lac; 14:02;
"8"; [0]; Pointe du Lac; 14:12;
"8"; [0]; Pointe du Lac; 14:22;
"8"; [0]; Pointe du Lac; 14:32;
"8"; [0]; Pointe du Lac; 14:42;
"8"; [0]; Pointe du Lac; 14:52;
"8"; [0]; Pointe du Lac; 15:02;
"8"; [0]; Pointe du Lac; 15:12;
"8"; [0]; Pointe du Lac; 15:22;
"8"; [0]; Pointe du Lac; 15:32;
"8"; [0]; Pointe du Lac; 15:42;
"8"; [0]; Pointe du Lac; 15:52;
"8"; [0]; Pointe du Lac; 16:02;
"8"; [0]; Pointe du Lac; 16:12;
"8"; [0]; Pointe du Lac; 16:22;
"8"; [0]; Pointe du Lac; 16:32;
"8"; [0]; Pointe du Lac; 16:42;
"8"; [0]; Pointe du Lac; 16:52;
"8"; [0]; Pointe du Lac; 17:02;
"8"; [0]; Pointe du Lac; 17:12;
"8"; [0]; Pointe du Lac; 17:22;
"8"; [0]; Pointe du Lac; 17:32;
"8"; [0]; Pointe du Lac; 17:42;
"8"; [0]; Pointe du Lac; 17:52;
"8"; [0]; Pointe du Lac; 18:02;
"8"; [0]; Pointe du Lac; 18:12;
"8"; [0]; Pointe du Lac; 18:22;
"8"; [0]; Pointe du Lac; 18:32;
"8"; [0]; Pointe du Lac; 18:42;
"8"; [0]; Pointe du Lac; 18:52;
"8"; [0]; Pointe du Lac; 19:02;
"8"; [0]; Pointe du Lac; 19:12;
"8"; [0]; Pointe du Lac; 19:22;
"8"; [0]; Pointe du Lac; 19:32;
"8"; [0]; Pointe du Lac; 19:42;
"8"; [0]; Pointe du Lac; 19:52;
"8"; [0]; Pointe du Lac; 20:02;
"8"; [0]; Pointe du Lac; 20:12;
"8"; [0]; Pointe du Lac; 20:22;
"8"; [0]; Pointe du Lac; 20:32;
"8"; [0]; Pointe du Lac; 20:42;
"8"; [0]; Pointe du Lac; 20:52;
"8"; [0]; Pointe du Lac; 21:02;
"8"; [0]; Pointe du Lac; 21:12;
"8"; [0]; Pointe du Lac; 21:22;
"8"; [0]; Pointe du Lac; 21:32;
"8"; [0]; Pointe du Lac; 21:42;
"8"; [0]; Pointe du Lac; 21:52;
"14"; [0]; Saint-Denis - Pleyel; 08:31;
"14"; [0]; Saint-Denis - Pleyel; 08:40;
"14"; [0]; Saint-Denis - Pleyel; 08:49;
"14"; [0]; Saint-Denis - Pleyel; 08:58;
"14"; [0]; Saint-Denis - Pleyel; 09:07;
